,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
fingerprint_H_bit_53,0.001308921656035455,-0.0018197577147378101,0.0027588513654095387,-0.0012041762102392626,0.0036122385554393944,-0.0010342213988311934,0.004130872573875684,-0.000576515990229576,0.01340087433334968,0.00018970558307812975,0.0037729138983859443,0.008257178641881467,-0.006055770082906339,0.004414510023698492,0.009892604003996767
fingerprint_H_bit_54,-0.00015023671538684562,0.002078277221019723,-0.00047525423066045145,-0.0004288904737612193,0.0017614557234034488,0.00017818535356682748,-0.0011894126857164844,-0.0003088593098769638,0.016204737017814434,-0.004436465248486275,-0.007667405054008763,0.010374396961412218,-0.009754477619227455,-0.020498366925186317,-0.01290832546735407
fingerprint_H_bit_56,0.001308921656035455,-0.0018197577147378101,0.0027588513654095387,-0.0012041762102392626,0.0036122385554393944,-0.0010342213988311934,0.004130872573875684,-0.000576515990229576,0.01340087433334968,0.00018970558307812945,0.0037729138983859448,0.008257178641881467,-0.006055770082906339,0.004414510023698492,0.00989260400399677
fingerprint_H_bit_57,-5.5460380348352796e-05,0.00042768301281364554,-0.00042069625967155295,-0.0007650050395550217,0.0007130611038010862,-0.000267781513764395,0.002394835917859116,-0.0001560470135211326,-0.012087336399939592,0.006272594913532261,0.004559374037381964,0.016663926662884496,-0.0102362167733901,0.03569466297855474,0.03167342298792971
fingerprint_H_bit_58,0.0005161578783301276,-0.0013824162831714856,0.0054138368935592015,0.0009961761745441674,-0.0013391877435138457,-0.000752857923751654,-0.000980927355169734,-0.000346288201884124,-0.0013729643780371773,0.0005626434162473129,0.0051575304063945695,-0.010832604412549907,0.006863387281228316,0.0025104881999023347,-0.004627331629875157
fingerprint_H_bit_61,-0.00015023671538684562,0.002078277221019723,-0.00047525423066045145,-0.0004288904737612193,0.0017614557234034488,0.00017818535356682748,-0.0011894126857164844,-0.0003088593098769638,0.016204737017814434,-0.004436465248486275,-0.007667405054008763,0.010374396961412218,-0.009754477619227455,-0.020498366925186317,-0.01290832546735407
fingerprint_H_bit_63,-0.00015023671538684562,0.002078277221019723,-0.00047525423066045145,-0.0004288904737612193,0.0017614557234034488,0.00017818535356682748,-0.0011894126857164844,-0.0003088593098769638,0.016204737017814434,-0.004436465248486275,-0.007667405054008763,0.010374396961412218,-0.009754477619227455,-0.020498366925186317,-0.01290832546735407
fingerprint_H_bit_64,-0.0008029124984917271,-8.847819244004806e-05,0.001467275382869109,0.0037405415519998707,-0.00478808869062807,0.0004983631801167316,-0.009355972959683044,-0.00038687086610756456,-0.01475304506763429,4.145435866277561e-05,-0.016667124911964985,0.0033929752164498874,0.007407959135190054,0.0014224858176479331,0.003153748949487981
fingerprint_H_bit_65,-7.037614990474353e-05,0.00014166406046102332,0.00022050752623939933,-3.4240384535268195e-05,0.000250608781378599,-0.0008005353396617639,0.002346819513791851,0.0002738986485565201,-0.002616851368104587,-0.002188825973470364,-0.006870563860675502,-0.012609834045685539,0.012229396807354378,-0.0004425879527949798,-0.006293722448334485
fingerprint_H_bit_66,-7.037614990474353e-05,0.00014166406046102332,0.00022050752623939933,-3.4240384535268195e-05,0.000250608781378599,-0.0008005353396617639,0.002346819513791851,0.0002738986485565201,-0.002616851368104587,-0.002188825973470364,-0.006870563860675502,-0.012609834045685539,0.012229396807354378,-0.0004425879527949798,-0.006293722448334485
