POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*Oc1ccc(C(C)(C)c2ccc(/N=N/c3ccc(*)cc3C(=O)Oc3ccc(OC)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5566991e-05
*CCCOCCCCCCOC(=O)CCCCCCCCCCCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.548564e-05
*CCCCCCCSC(=O)c1ccc(C(=O)NCCCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5462118e-05
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5029422e-05
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.3943039e-05
*CC(CC)(C)COC(=O)NCCCCCCCCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.3429775e-05
*OC(=O)OCCOCCOc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(*)=O)c(OC)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.2425345e-05
*CCCCCCCCC(=O)S(=O)CC(C)(C)CC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1596749e-05
*CCCOCCOCCOCCOC(=O)c1ccc(C(=O)SCCCCNC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0725198e-05
*Oc1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc2ccc(/C=N/c3ccc(S(=O)(=O)CCCCCCCCCCCC(=O)c4ccc(*)o4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0276344e-05
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0080101e-05
*CCCCCCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2S(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.7929623e-06
*OC(=O)NCCCCOCCOCCOC(=O)CCCCC(=O)N(CCC)N(*)C(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.186318e-06
*OC(SC(=O)O*)C(C)c1ccc(/N=N/c2ccccc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.8155716e-06
*Oc1ccc(C(=NC#N)c2ccc(Cc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)c(C(C)(C)C)c3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.661282e-06
*CCCCCCCCCCCOc1ccc(C(=O)OCCCCCCCCNC(=O)c2ccc(Oc3ccc(C(=O)O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.0384916e-06
*CCCCCCCCCCCOC(=O)CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)O*)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.6130655e-06
*CC(O)CN(*)CCc1ccc(C(C)(C)c2cccc([N+](=O)[O-])c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.5288506e-06
*CCOCCOCCCOCCOCCOCCOCCCOCCOc1ccc(C(=O)Nc2ccc(OC(=O)Nc3ccc(C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.3305757e-06
*CCCCCCCCCCCCCCCCCOC(=O)CCOCCCOc1ccc(C(C)(C)c2ccc(S(*)(=O)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.0708052e-06
*OC(=O)c1ccc(NC(=O)CCCCC(=O)NCCCCCCCS(=O)(=O)c2ccc(C(*)=O)c(OC)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.8328245e-06
*CCCCCCCCCCCCCC(=O)NCNC(=O)C1COC1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.6100038e-06
*NC(C)CNC(=O)NCCSC=C/CCCCCC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.9627755e-06
*CCOCCOCCCOC(=O)CCCCCCCCCCC(=O)OCC#COC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1805704e-06
*CCCCCCCOC(=O)NCCSCSSCCSCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1627928e-06
*CC(NC(=O)NCc1ccc(Sc2ccc(C(=O)O*)cc2)cc1)COc1ccc(/N=N/c2ccc(CCCCC#N)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1507616e-06
*CCC[Se]C(=O)NCCCCCCNC(=O)OCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0571247e-06
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.604031e-07
*CCCCCOCCCCCCCCCCCNC(=O)OCc1ccc(OC(=O)NNC(=O)c2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.59592e-07
*Oc1ccc(-c2cccc(OC(=O)NCCCCCNC(=O)CCCCCCCCCCC(*)=O)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.653116e-07
*C(=O)NCCCCNC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCC(=O)Nc3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.644338e-07
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.458377e-07
*CC(=O)CC(=O)NCCNC(=O)SNCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.987611e-07
*CCCCCCCCOC(=O)CCCCOc1ccc(C(=O)OCCCCOC(=O)c2ccc(OCCOC(=O)CCc3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.711828e-07
*CCCCCCCSSCCNC(=O)NCCC(=O)NC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.466193e-07
*CC(O)COC(=O)CCCCCCCCS(=O)(=O)CCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.040805e-07
*NC(C)COC(=O)NCCCCCC(=O)OCCCCCOC(=O)c1ccc(C(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.2525303e-07
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.9429464e-07
*CCCCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.8902911e-07
*CCCCCCCCCCCCCCCCCCCCCCCCCCCC#CCCC(=O)Nc1ccc(NC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7787676e-07
*CCCCCCCCCCCOC(=O)NCCCCOCCCCCCNC(=O)Oc1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5216753e-07
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCNC(=O)OCCCCCCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.4039334e-07
*CCC(C)NC(=O)CCCCS(=O)(=O)CCCCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.996879e-08
*CC(C)(C)COC(=O)OCCCCCCOCCCCCCCCCCCCCOC(=O)Nc1ccc(/C=C/c2ccc(OC(=O)c3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.805203e-08
*CCCCCCCCCCCCCCCCCNC(=O)CP(=O)(CCCCCCCCCC)C(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.539739e-08
*Sc1ccc(NC(=O)CCCCCCCCCCCC(=O)NCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.769473e-08
*NC(=O)CCCCCCCCC(=O)NCCCCOC(=O)*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.9469268e-08
*OC(=O)NC(=P(*)Oc1ccc(CC)cc1)C(=O)OCCC(F)(F)F,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.7193097e-08
*CCCCCCCCCCCCCCCCCCCCCCCC#CCOC(=O)OCCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.752557e-08
*NC(=O)CCCCCCCCCCCOC(=O)C(=O)OCCCOC(=O)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.7565424e-08
*CC(=O)NCCCCCCCCCCCNC(=O)Nc1ccc(CCc2ccc(NC(=O)CCCCCC(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.5861064e-08
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.1684937e-08
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.0782169e-08
*CCCCCCCCCCCCOC(=O)SCCCCCSCCCCCCC(=O)OC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.9268265e-08
*CCCCCNC(=O)CCCC(=O)NCCCCCCNC(=O)Nc1ccc(C(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.738145e-08
*CCCCCCC(F)NC(=O)NCCCCCSCCCNC(=O)C(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.2724231e-08
*CCCCCCC(=O)CCCCCCCCCCCCC(=O)OCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.383977e-09
*CCCCCCCCCCOc1ccc(C(=O)OC(=O)NCCCCCCCCS(=O)(=O)CCCCCCCCC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.5051147e-09
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)OC(C)C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.2633924e-09
*NC(CCC(=O)NCCCCCCNC(=O)c1ccc(C(=O)OCCCCCCNC(=O)C(*)=O)cc1)CC(=O)OCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.7175073e-09
*CCN(*)C(=O)CCCCCC(=O)Nc1ccc(/N=N/c2ccc(OC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.9041223e-09
*CC(*)C(=O)OCCCCCCCCCCCCCOC(=O)c1ccc(OCCCCCCCCCC)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.2890962e-09
*CC(*)(C)C(=O)[N+](=O)[O-],C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.1483202e-09
*NC(C(=O)NCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCNC(*)=O)c1ccc(/C=N/c2ccc(OC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7848696e-09
*CCCCCCCCCCCSCCC(=O)NCCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7118038e-09
*/C=CC(/*)CCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.6128121e-09
*O[Si](*)(C)CCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.175836e-09
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0783575e-09
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.5958746e-10
*CCCCCCCCCCCCCC(=O)NCCCNC(=O)CCc1ccc1C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.0049956e-10
*CCCCCCOC(=O)SC1CCN(C)CCCCCCCC=C(CC(=C)CCCCCNC(=O)CCCCCC(=O)O*)CCCCC1C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.508102e-10
*CCCCCCCOC(=O)NCCCCCCCCCCCNC(=O)CCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.962705e-10
*C(*)CC(=O)Oc1ccc(/N=N/c2ccc(OCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.4176597e-10
*CCCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCO*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.8665866e-10
*CCCSC(=O)C(=O)NCCCCCS(=O)(=O)CC(=O)NCCN*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.0916956e-10
*CCCCCC(=O)NCCc1ccc(COC(=O)CCCCCCCCCCCCCC(=O)NCCCCCC*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.069304e-10
*CC(*)C(=O)OCOCCCCCc1cccc(-c2c(OCCOCCCOCC)cc2)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.3624195e-10
*OC(F)COC(=O)NCCCCNC(=O)OCCCCCCCCC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.339239e-10
*CCCCCCCCCC(=O)NNC(=O)CCCSCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.0658537e-10
*CCCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CCCCC(=O)N*)cC(=O)Oc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.0489075e-10
*CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.9693178e-10
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.789171e-10
*CC(*)C(=O)OCCCCCCOc1ccc(C(C)(C)c2ccc(O)c(OCCCCC)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.6319547e-10
*CCOCCOCCOCCOCCCOCCOCCCCOCCOC(=O)OCSCCCCCOC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.280436e-10
*CC(*)c1ccc(C(=O)OC(C)O[Si](C)(O)OC=C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.619337e-11
*Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Sc4ccc(NC(=O)OC)cc4)cc3)cc2)cc1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.1977106e-11
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.9194374e-11
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.677573e-11
*O[Si](*)(C)CCCCCOC(=O)c1ccc(/N=N/c2ccc(C#Cc3ccccc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.8429347e-11
*CCCCCCCC(=O)CCCC(=O)NCCCCCOCCNC(=O)c1ccc(C(=O)NCCCC(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.0890565e-11
*CCCCCCCCCCCCCC=C/C(=O)CCCCCCCCCCC(=O)NCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)c(Cc2ccccc2)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.425376e-11
*CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCC(=N)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.8266266e-11
*CCOCC(=O)SSCCCCCCCCC(=O)NCCNC(=O)OCCCCCCOCCO*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.0228673e-11
*CC(*)C(=O)OC(=O)OCCCCCC(=S)Oc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.2260982e-11
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccccc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.21529965e-11
*CCOC(=O)CNCCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCOCC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.709378e-12
*CC(*)(C#C)CCCCCCOC(=O)NCc1ccc(C#N)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.489663e-12
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc([N+](=O)[O-])cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.429157e-12
*CC(*)(CC(=O)OCCCCCCCCC)C(C)C(=O)OCCCCCCCCCOC(C)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.1915174e-12
*O[Si](*)(C)CCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.4491537e-12
*CC(*)(C)C(=O)OCCCCCCCCCCCCCOC(=O)c1ccc(OC(C)O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.165602e-12
